12000000,96,147832,NULL,NULL,6.5
35000000,132,28150,122,3,6.2
4000000,102,419562,498,19,7.3
12000000,113,175847,NULL,NULL,7.3
185000000,152,1203583,1946,522,8.3
18000000,105,97967,NULL,NULL,6.4
85000000,116,553527,469,34,7.2
20000000,105,1817735,6286,181,7.5
110000000,125,6347,5,1,6.4
2500000,110,4897836,9326,241,7.6
40000000,108,503298,1262,22,7.5
48000000,120,14466,17,3,7.2
24000000,119,39563,85,3,6.9
35000000,108,13006,14,0,6
5000000,113,243012,227,25,7.1
30000000,107,84962,NULL,NULL,5.6
5000000,127,750144,878,44,6.9
27000000,113,38951,82,4,6.7
1200000,103,939121,1248,144,7.2
24000000,137,468306,712,24,7.3
80000000,128,79469,67,7,6.2
102000000,145,448642,377,10,7.1
32000000,108,177815,163,13,5.9
6000000,100,15793,46,3,6.1
12000000,154,651786,1085,41,7.3
2200000,136,149765,1042,21,8
27000000,110,22685,8,1,7.4
40000000,124,2288831,4179,150,7.3
65000000,102,159771,353,28,6.3
20000000,130,296965,497,35,7.3
38000000,118,124448,NULL,NULL,6.4
40000000,118,156434,540,8,7.1
72000000,177,192307,NULL,NULL,7.7
46000000,111,112621,NULL,NULL,7
70000000,103,80851,NULL,NULL,6.3
60000000,117,17272,24,0,6.1
500000,110,290659,440,16,7.2
17500000,121,158081,124,5,7.5
16400000,129,1698554,5469,90,8.1
1120175,118,57155,177,3,7.4
4000000,136,30415,51,0,7.8
10000000,114,5050,7,0,6.2
4000000,89,185860,214,19,6.4
185000000,122,195212,218,16,5.7
6400000,108,7103,46,3,7.4
1,115,11445,109,2,7.5
1500000,111,2042,13,0,7.6
1288000,130,76738,166,11,7.7
2000000,118,54260,49,4,7.3
10000000,91,983125,2226,88,7
393750,75,46404,145,1,7.4
50000000,128,31707,28,2,6.3
10000000,94,421262,1134,19,6.8
8000000,89,67401,NULL,NULL,7.8
3000000,106,163509,NULL,NULL,6.9
6400000,93,402390,184,30,5.9
6000000,175,14572,114,2,8.5
2883848,122,413782,887,34,8
13000000,200,267296,NULL,NULL,8.3
54000000,162,430663,NULL,NULL,7.1
30000000,113,81485,91,9,7.1
672000,100,1857,2,0,7.6
27000000,101,642,1,0,6.6
320000,85,19966,48,2,7.7
2900000,136,9813,20,1,7.3
22000000,127,209440,105,5,6.9
3000000,100,34716,107,2,7.4
7000000,121,157214,481,18,6.4
207000000,187,1517338,2622,204,6.6
3000000,108,760626,646,61,7.6
20000000,109,322653,411,22,7.6
35000000,126,451407,1667,63,7
150000000,140,6146,12,2,7.5
19000000,119,85257,312,4,8.1
7000000,98,1128072,1316,62,7.7
22000000,121,192713,95,11,6.6
25000000,142,329325,590,42,8.5
18000000,160,124242,143,20,7.8
100000000,137,1392149,3867,261,7.7
42000000,145,853953,1644,53,6.8
3000000,125,15717,84,2,8.1
300000000,169,1049330,3498,68,6.9
730000,85,75602,135,7,7.6
878000,102,299745,489,24,7.9
9000000,116,617322,876,30,7.4
2600000,105,351900,390,13,7.4
3000000,100,14768,NULL,NULL,6.5
350000,96,280386,251,13,6.9
200000000,109,74382,111,9,5.9
90000000,178,1596801,3172,125,6.9
85000000,122,43099,27,1,6.5
7800000,102,619902,168,63,6.5
2000000,102,142,0,0,7.8
50000000,104,51066,NULL,NULL,5.5
10000000,105,69205,71,3,6.8
80000000,101,208934,NULL,NULL,6.5
30000000,229,1551092,2202,61,8.3
100000000,104,998696,1301,256,4.3
12500000,120,52078,78,5,7.5
4361898,92,175880,256,18,5.6
25000000,138,1631911,1413,82,7.6
33000000,105,388511,219,42,5.1
63000000,127,532238,879,53,7.6
73000000,129,285114,NULL,NULL,6.2
93000000,92,867058,1639,95,5.7
75000000,78,649534,904,91,4.3
37000000,188,225170,451,19,7.5
3500000,129,153758,383,10,7.5
7000000,106,896068,2428,57,7.4
1200000,91,115034,NULL,NULL,7.7
65000000,159,204388,153,20,7.1
11000000,117,35571,44,5,7.9
35000000,109,780092,1687,50,7
80000000,126,308560,1044,57,6.6
1800000,91,2820165,3941,221,7.2
6000000,94,849034,1270,58,7.1
14000000,115,7235,63,1,7.5
25000000,133,1336870,2654,97,7.6
2500000,106,145781,208,11,7.1
22500,78,116824,200,10,6.2
45000000,129,1586505,NULL,NULL,7.3
350000,96,62224,199,3,8.3
25000000,121,158589,203,12,6.8
30000000,136,62599,74,6,7.7
70000000,101,246548,NULL,NULL,5.6
7500000,131,211214,342,19,7.8
7000000,114,516044,602,31,6.9
8000000,116,132208,137,12,6.7
2500000,102,391,0,1,7.1
49000000,127,189617,NULL,NULL,6.5
7500000,99,69426,101,7,7
10000000,112,84312,212,5,7.7
1488423,83,4139,4,1,6.9
27000000,162,75459,NULL,NULL,7
180000000,143,96887,99,8,6.7
100000000,121,37713,54,4,5.2
125000000,125,170831,385,55,4.2
50000000,119,432477,752,25,7.1
35000000,150,1952430,3330,184,8.1
22000000,195,139239,158,12,8.3
59000000,81,435206,269,32,7.1
2479000,128,5908,47,2,8.1
3000000,115,37755,39,9,7.6
250000,90,206199,302,12,6.9
125000000,124,86789,53,5,6.2
825000,97,95290,84,20,5.7
40000000,94,571488,794,106,4.8
6000000,96,305169,319,19,6.1
3600000,112,630284,598,43,7.1
60000000,135,245043,NULL,NULL,7.7
14500000,120,148916,268,8,6.7
52000000,131,16295,3,0,7.1
2500000,114,3607,19,3,6.5
2500000,104,218658,614,9,7.1
20000000,124,234598,276,18,7.2
60000,84,1016607,2488,74,7.1
2500000,111,6910,28,1,7.6
2500000,100,490644,919,20,7
46000000,99,264902,NULL,NULL,5.6
4000000,100,631213,1045,39,6.6
9500000,124,562302,979,30,7
1300000,105,26928,25,1,7.4
10000000,126,470281,1136,26,7.9
13000000,112,24664,173,1,7.3
2142000,112,17108,35,3,5.3
18000000,82,870657,1866,142,6.5
60000000,189,1297679,2649,68,8.3
1200000,99,169673,376,16,8.1
160000000,99,758322,1379,92,5.5
8000000,110,4009748,4777,378,7
20000000,94,47895,62,1,6.1
2135161,130,177245,367,15,7.2
1500000,96,174232,140,14,6.1
40000000,135,23546,43,6,7
42000000,124,909853,990,56,7
3000000,133,2827,25,0,8.3
4000000,96,395217,242,17,6.4
1400000,104,1751,4,0,7.9
18000000,127,725932,2088,38,7.3
52000000,178,839486,1458,51,7.8
27000000,133,182357,NULL,NULL,7.6
20000000,121,93054,164,7,6.8
30000000,85,558976,273,30,6.8
200000000,115,80712,90,10,5.9
4000000,95,172609,NULL,NULL,6.2
806948,109,29268,41,5,8.3
23000000,119,1457252,1299,81,6.5
1000000,103,15848,21,1,6.9
60000000,170,1035034,1075,59,6.8
2962051,108,23634,NULL,NULL,6.6
63000000,139,285467,937,31,8.3
5000000,117,743167,847,58,7.3
139000000,121,3200791,NULL,NULL,6.8
200000000,127,621864,NULL,NULL,6.7
258000000,139,1838954,NULL,NULL,6
100000000,121,300757,470,27,6.6
28000000,131,435151,900,36,7.5
105000000,129,1565868,2531,115,6.7
80000000,124,574239,NULL,NULL,6.6
48000000,115,587023,NULL,NULL,6.5
1000000,112,762227,1229,35,8.2
52000000,140,597398,935,57,7.3
2500000,119,215878,1084,24,7.4
3500000,116,66518,199,6,7.2
2500000,120,33708,65,2,7.3
6244087,145,147618,211,9,7.7
20000000,106,322983,195,21,6.7
7000000,124,2508140,4414,354,7.5
20000000,116,7653,21,1,5.9
23000000,89,585710,364,71,3.5
22000000,181,149458,123,11,7.6
4000000,94,267961,330,27,7.7
76000000,107,1897783,2410,108,6.2
15000000,97,473776,1032,41,6.8
70000000,125,1975948,NULL,NULL,7.6
50000000,125,1193485,3694,140,6.3
25000000,114,291355,647,18,7.1
125000000,149,83049,333,7,6.5
1600000,113,65102,96,2,7.5
60000000,128,12388,4,0,7.1
2000000,129,7325,45,3,8
750000,129,330595,308,21,7.8
200000000,194,3470606,NULL,NULL,7.6
1752000,110,13819,75,2,8.2
17000000,116,1165830,3941,100,8
10500000,115,19873,20,3,7.3
75000000,145,4676,2,1,6.7
63000000,136,2194190,4705,288,7.9
150000000,138,122299,160,14,6.7
150000000,129,314191,860,33,6.4
31000000,161,134273,NULL,NULL,7
90000000,98,176168,122,7,6.9
140000000,88,1252714,1174,90,6.1
10700000,114,14944,77,0,7.1
70000000,164,157381,194,22,7
30000000,127,1413492,3615,208,6.9
140000000,154,24910,31,1,7.3
20000000,108,4264,5,0,6.3
100000,193,616165,440,300,6.4
25000000,129,65537,94,7,6.2
30000000,107,276010,364,27,7.3
6000000,110,2183252,4291,239,7.2
38000000,133,175421,191,14,6.4
7500000,108,63920,63,1,7.1
360000,95,104431,210,7,7.1
14400000,141,188218,278,10,7.5
4000000,93,1960593,5294,191,7.8
60000000,123,318423,439,11,7.2
6000000,106,1978897,2696,113,8.1
2777000,102,373357,362,57,7.4
1661530,120,38372,45,16,7.7
25000000,97,975642,NULL,NULL,6.6
17000000,113,181243,276,7,7.1
777000,86,146764,456,10,6.4
15000000,134,72952,NULL,NULL,7.5
16000000,96,10932,3,1,7.3
52000000,141,1601924,NULL,NULL,7.7
4500000,102,1213415,2071,129,7.9
6000000,110,54868,82,15,7.4
100000000,146,73005,178,4,6.8
950000,110,4961,65,1,6.9
6500000,112,455479,NULL,NULL,7.4
3500000,116,13473,56,7,6.9
175000000,163,657591,569,31,6.9
910000,108,3068,3,1,8
1746964,145,381219,746,18,7.7
2000000,115,6313,12,0,7
2500000,110,126463,309,16,7.2
5500000,130,1169,4,0,6.6
10000000,96,13150,18,1,5.9
92000000,113,5732,4,1,6.1
15000000,212,56455,134,22,7.5
9500000,117,165968,405,9,6.5
6500000,142,7766,77,2,6.5
53000,79,330918,1060,52,7.2
150000000,157,871321,2510,101,7.5
150000000,138,43306,112,9,7.4
140000000,183,1138628,1930,105,6.6
18500000,137,44812,81,2,7.8
8000000,154,3391740,9391,319,8.3
7200000,120,251184,641,24,6.3
7000000,125,154735,423,12,6.4
90000000,150,1763741,4410,117,7.2
11000000,122,806394,817,47,7.3
24000000,135,331925,526,32,7.3
14000000,125,241553,576,26,6.6
12000,93,62184,195,40,6.2
80000000,115,22582,15,2,6.1
19000000,144,49335,91,7,8.1
34000000,126,198977,460,20,5.9
28000000,127,3261,13,0,6.4
27500000,131,260369,419,26,6.2
1800000,125,178778,270,9,7.7
4000000,93,7338,81,2,7.8
560000,88,884390,7500,103,7.3
1400000,138,4278,31,0,8
30000000,131,2698,13,0,6
40000000,130,153638,419,11,6.2
32000000,133,169781,483,9,5.9
58000000,130,24555,64,2,6.7
43000000,136,10726,20,2,7
6000000,117,31130,37,2,6.6
7000000,121,159345,366,10,7.1
110000000,119,433264,418,26,6.1
15000000,110,262165,332,10,6.7
40000000,107,2517629,4097,216,7.7
23000000,163,494596,277,21,7.4
4000000,99,462050,863,30,7.5
54000000,132,161519,202,52,7.7
275000,130,51873,105,4,7.1
80000000,138,123744,NULL,NULL,6.8
19000000,108,186917,253,20,6.9
2280000,124,26311,40,2,7.2
400000,91,402992,841,65,7.8
3000000,104,27630,36,5,7.3
350000,85,1403934,2343,218,7.3
3600000,84,656378,997,100,7.6
11000000,81,69776,NULL,NULL,7.3
250000000,153,1671684,5617,153,7.4
35000000,122,1644582,2268,111,6.6
25000000,145,361443,1385,39,8.2
4000000,238,9006,59,1,7.7
18000000,103,118398,285,16,7.1
18000000,120,829945,NULL,NULL,6.3
8000000,102,2692819,5408,178,7.5
36000000,106,413479,707,43,7.5
22000000,191,6105,NULL,NULL,7.4
60000000,122,2277678,5429,112,7.4
110000000,120,83920,67,4,6.5
25000000,125,167126,431,10,7
1000000,89,530136,1182,52,6.4
18000000,100,4221,28,3,3.9
6000000,120,1616816,1853,61,7.5
6000000,120,797843,1132,45,7.6
2800000,111,139104,208,8,7.2
55000000,114,17781,25,4,6.4
13000000,121,1052573,2159,47,7.2
2000000,153,64870,132,7,7.3
1500000,119,17152,34,0,7.8
3200000,136,47918,315,6,7.6
25000000,110,241449,380,34,5.3
33000000,127,24159,17,1,8.1
60000000,90,3682504,2534,716,7.4
150000000,93,114753,96,12,6.7
160000000,93,437961,NULL,NULL,6
1000000,89,382517,688,29,6.3
28000000,90,289089,342,22,7.5
3500000,88,225793,NULL,NULL,7.2
10000000,97,63220,184,7,7.3
23000000,91,389007,813,83,5.8
16500000,94,5699,10,2,6.5
63000000,94,95538,279,9,5.9
44000000,147,9732,11,1,7.3
40000000,189,220114,427,24,7.5
3000000,186,88120,179,11,7.7
52500000,127,1822929,2894,217,7.4
20000000,121,158660,NULL,NULL,6.6
3000000,161,12144,69,0,7.7
1200000,92,2343,1,0,7.4
6000000,130,35776,233,5,7.9
1900000,98,5391,21,1,7.3
800000,87,201787,418,10,5.6
50000000,106,320124,209,11,6.4
5952000,87,257560,1133,18,7.2
777000,110,469889,1269,33,6.9
450000,74,8156,62,0,7.3
20000000,135,331272,520,43,7.2
40000000,137,582525,945,48,6.4
1200000,101,2068,15,1,7.6
66000000,121,283039,539,18,6.6
35000000,126,36223,46,6,6.9
18000000,108,68546,NULL,NULL,6.5
27000000,117,6623,12,1,5.8
68000000,131,228849,NULL,NULL,7.2
23000000,101,22626,22,2,6.6
92000000,144,113390,367,8,7.2
70000000,104,136166,320,6,7.2
70000000,169,388252,NULL,NULL,7.9
21000000,105,1079108,1371,36,6.5
14000000,119,60295,205,6,7.1
12000000,114,268047,773,23,7
65000000,113,183309,299,13,7.1
30000000,81,128770,562,24,7.8
90000000,92,1547,1,0,7.4
14000000,98,691733,1101,40,6.8
27000000,101,16730,38,3,6.4
25000000,106,24669,29,8,7.2
40000000,108,296209,121,18,5
100000000,119,64302,59,4,5.6
5800000,112,1142911,1355,119,7.5
2540800,103,125649,158,4,7.9
15000000,154,862159,854,76,7.7
20000000,292,100595,137,25,6.7
70000000,144,97601,161,6,6.7
40000000,138,57625,NULL,NULL,7.1
10000000,100,967808,441,46,6.5
2100000,172,22644,57,2,7.6
83000000,90,440127,362,53,4.4
8500000,138,18201,16,0,7.6
2650000,147,50533,105,6,7.1
1073000,102,135349,175,4,7.5
1500000,87,2535,2,1,8.2
3000000,126,21441,18,3,7.7
11000000,197,428283,694,45,7.4
1707561,113,45960,99,1,6.8
4300000,102,50636,102,2,6.9
48000000,113,294381,342,26,6.6
2000000,125,21081,156,0,8.2
5500000,113,9065,96,3,7
18000000,95,114011,132,10,5.6
120000000,117,3213895,2697,636,6.6
88000000,144,1524303,1747,77,7.3
9000000,121,92290,169,5,7.2
650000,127,71581,228,5,7.5
28000000,101,2773323,3551,241,6.8
6500000,120,17528,75,6,7.7
45000000,102,482449,1031,23,6.9
11000000,106,254774,468,26,6.9
50000000,106,147914,145,14,6.3
130000000,139,185674,201,37,5.3
1500000,110,3841,9,0,7.1
1800000,95,44951,111,2,8
15000000,110,269785,376,26,7
25000000,114,199550,289,13,6.7
35000000,118,154681,164,8,6.4
140000000,127,362699,407,33,6.3
15000000,216,10692,88,3,7.8
325000,91,4765,49,1,7.4
60000000,170,3879538,5143,228,7.7
80000000,91,522494,167,49,6.5
15000000,111,69245,400,8,5.8
75000000,86,171398,88,28,6.6
80000000,110,13022,8,1,6.7
125000000,123,529304,NULL,NULL,5.9
150000000,126,775900,731,34,6.5
22700000,96,137706,355,17,6.7
750000,79,28211,36,0,8
923000,95,81316,166,6,7.8
375000,100,7862,72,1,7.8
2000000,128,40235,43,2,7.4
12000000,197,4249,30,2,7.3
1800000,125,666751,1121,35,7.6
935000,88,156442,324,12,8.2
70000000,136,31370,58,6,7
80000000,126,6758,76,2,7.7
4000000,102,5912,36,3,7.4
10000,89,732024,2144,114,7.5
800,115,27830,166,3,7
4000000,105,14062,NULL,NULL,6.9
5900000,122,2003,8,1,7.1
2000000,134,3627,30,0,7.7
2200000,118,495257,214,39,7.2
531374,96,29885,49,1,7.6
927262,107,2442,26,0,8
15000000,147,2136328,1827,159,7.7
5000000,99,81077,NULL,NULL,7
1800000,104,40089,121,3,7.4
21500000,117,142103,159,10,7
8000000,101,19298,22,0,7.2
24000000,120,232783,191,5,6.9
16000000,100,66847,77,3,6.8
15000000,109,538093,1400,34,7.8
6000000,99,9644,38,1,6.9
6500000,124,322097,442,25,7.2
40000000,130,505058,NULL,NULL,8
70000000,134,305005,871,15,6.6
500000,106,20197,38,4,7.6
25000000,143,13777,13,0,7
15000000,103,58643,NULL,NULL,6.9
40000000,139,325157,NULL,NULL,7.1
11500000,134,4494,3,0,7.5
24000000,102,1036737,2921,82,6.5
50000000,121,162197,276,17,6
110000000,114,2415899,2252,235,5.2
19000000,141,104817,167,6,7.2
15000000,92,9882,4,1,6.9
30000000,113,384017,614,28,7.1
60000000,96,290906,NULL,NULL,7
20000000,109,15785,18,1,6.3
150000000,95,2527430,3145,283,6.7
25000000,90,648218,539,58,6.1
65000000,117,2983129,8805,425,7
50000000,107,1861372,3260,339,6.9
34000000,90,1250,2,0,5.9
15000000,115,6151227,7893,435,7.2
18000000,85,1769872,1198,120,6.3
7000000,102,702384,NULL,NULL,7.3
12000000,123,957693,1420,62,7.3
4000000,111,137451,NULL,NULL,6.6
1000000,119,351652,780,24,7.5
7000000,119,170021,217,5,6.9
15000000,93,1294274,2112,163,7.2
44000000,96,7728,22,2,6.3
63000000,102,4279277,4162,649,5.7
17000000,99,110494,367,14,6.6
100000000,143,29716,34,2,7.4
31000000,91,2040947,1530,70,6.6
42000000,104,193989,592,14,5.3
2000000,101,36528,NULL,NULL,6.3
35000000,96,121480,230,3,6.8
48000000,123,728015,527,40,6.5
350000,85,22443,48,1,6.8
55000000,117,363705,452,4,7.7
546883,140,8845,26,0,7.4
27000000,112,108451,155,9,6.2
98000000,119,321037,313,22,5.7
1227401,100,24465,NULL,NULL,6.4
1200000,100,746730,195,71,6.7
5000000,98,1097070,1807,105,5.9
90000000,151,2614460,3148,126,8
50000000,147,1440693,NULL,NULL,7.1
29000000,102,855368,794,54,6.2
15000000,135,428381,516,32,7.2
4000000,120,352175,418,95,7.3
218,91,292880,806,25,7.4
75000000,148,288623,287,22,6.5
26000000,136,5742290,2305,650,6.9
25000000,96,354999,NULL,NULL,5.5
6000000,97,99678,NULL,NULL,7.1
270000000,154,178380,199,25,5.4
68000,79,49977,124,1,7
829000,95,14560,33,0,7.6
33000,78,156342,1650,170,5
1814462,112,63862,192,5,7
66000000,122,13182,NULL,NULL,6.5
40000000,110,138739,107,20,7.1
47000000,154,145352,NULL,NULL,6.1
45000000,111,720165,1019,33,6.2
130000000,144,3640453,5061,301,6.6
6000000,91,113407,332,28,4.7
25000000,88,422045,1055,68,5.8
13500000,93,1322511,3071,193,6.4
21000000,96,250275,626,67,5.1
6000000,121,1463313,1988,82,7.4
45000000,89,24203,18,3,5.9
65000000,120,7993,2,1,7
16000000,130,814494,992,42,7.2
10000000,89,369121,376,24,7.4
8500000,97,1498227,2337,90,6.8
7000000,111,311030,1060,28,7.1
26000000,115,12255,6,0,6.3
15000000,100,1602041,1740,132,6.5
70000000,124,121084,208,8,6.7
45000000,113,1170422,1268,51,6.9
33000000,100,29203,21,2,6.4
45000000,94,352968,424,45,6.1
18000000,129,1225015,1892,60,7.8
40000000,139,3651530,6217,447,7.3
1500000,80,1671,24,1,7.8
85000000,136,2708180,3726,129,6.7
35000000,108,291605,468,12,6.8
3180000,130,7205,40,0,8.1
40000000,96,973480,NULL,NULL,6.4
11000000,118,2197668,5118,105,7.6
28000000,98,204893,120,13,5.8
11000000,104,11968,24,1,6.1
30000000,129,512549,NULL,NULL,7.5
110000000,108,46343,134,11,6.3
55000000,108,8447,5,0,6.6
35000000,128,815792,972,54,7
22000000,106,81430,120,4,6.2
22000000,121,338605,NULL,NULL,7.4
28,93,178398,194,11,5.9
8500000,119,15649,19,3,6.4
24000000,89,1122570,1106,131,5.9
40600000,116,899904,1123,68,7.1
45000000,86,689722,1186,48,6.4
36000000,129,90703,118,3,6.8
15000000,128,133476,146,1,7.4
11000000,130,45382,88,7,7.6
20000000,112,340055,663,43,6
126000000,136,107364,NULL,NULL,6.5
48000000,93,663572,1012,58,5.6
30000000,116,1464726,1463,100,6.8
160000000,121,481217,364,92,4.1
6500000,112,1523870,1737,140,7.2
75000000,105,508463,400,23,5.1
22000000,114,620653,702,46,5.7
40000000,149,226009,292,17,7
21000000,123,1144354,2238,67,7.6
10000000,90,545290,1712,61,6.7
5400000,150,142504,353,23,7.5
75000000,129,37137,27,3,5.9
30000000,134,681515,880,50,7.2
40000000,152,355551,NULL,NULL,7.2
40000000,99,131293,134,17,5.4
3000000,95,276107,330,10,6.2
2500000,98,158942,156,14,6.3
1700000,88,256831,248,14,6.1
35000000,140,168869,283,20,6
4800000,94,2080548,1923,277,5.7
10200000,93,456458,205,32,5.6
900000,86,1836,11,0,7
20000000,107,244011,600,23,7.6
75000000,115,130935,210,7,6.5
1700000,93,23402,122,7,5.5
5400000,201,225410,236,13,7.5
14000000,132,212422,274,32,6
24000000,126,93482,205,8,6.9
55000000,125,196396,147,28,5.7
57000000,131,38070,53,7,5.6
150000000,114,7691397,3956,560,6.1
6000000,152,12657,89,1,7
140000000,126,6250,10,4,7.4
20000000,110,17430,31,2,5.9
55000000,104,155822,123,10,6.3
98000000,130,69710,54,13,6
145000000,112,3602203,6708,840,5.2
70000000,96,392190,420,40,5.9
28000000,132,341549,501,15,6.7
140000000,124,2019762,4147,128,6.6
11000000,91,109447,191,7,6
6000000,122,53308,78,8,6.9
160000,91,281892,435,50,7.4
1000000,100,907353,1507,361,6.7
15400000,107,19978,11,0,5.7
8200000,107,254185,NULL,NULL,6.4
3000000,81,1178528,2357,104,7.1
4000000,110,47855,NULL,NULL,6.4
450000,89,7742,NULL,NULL,6.8
57000000,144,123163,252,13,7.2
13000000,81,1098359,1873,72,6.7
54000000,108,973,0,0,5.3
75000000,99,2639916,4177,133,6.6
25000000,93,4663,3,0,5.8
42000000,122,248858,524,12,7.1
25000000,108,140649,153,21,4.3
10000000,130,742992,1233,91,6.8
40000000,135,176249,NULL,NULL,6.7
2500000,95,39257,95,2,6.8
100000,90,223197,477,19,5.6
66000000,112,12070,28,0,6
82000000,118,548111,846,34,6.9
65000000,128,305684,879,34,5.9
6000000,84,5491,13,2,7.1
150000000,144,707730,818,90,6.6
1365000,110,8259,12,0,7.4
380000000,136,6433580,17703,474,6.4
2000000,72,2603,15,0,6.1
18500000,118,2433827,3631,109,7.2
4000000,108,12571,23,1,7.7
4200000,114,1759633,2927,461,6.4
34000000,202,337222,572,20,7.3
3000000,96,1470,7,0,5.8
8000000,126,488423,664,38,6.9
40000000,123,2086613,2936,165,6.5
18000000,124,8978,27,0,8.2
32350000,135,115782,808,12,7.9
115000000,136,3010752,9791,840,6.4
120000000,142,472223,1399,73,6.4
113000000,140,2432892,13712,426,7.1
48000000,147,903,0,0,6.9
68000000,136,48641,NULL,NULL,6.5
85000000,145,1697740,4381,124,7.3
40000000,119,451214,407,35,6.4
25000000,97,1027,1,0,6.2
160000000,102,10390,23,2,6.4
10000000,134,7970,40,2,7.3
55000000,143,34003,133,5,6.9
137000000,138,166642,147,12,5.3
215000000,136,13612128,37848,3955,6.5
13000000,114,15502,116,5,6.1
25000000,122,738671,NULL,NULL,6.8
1020000,88,16877,45,0,7.6
4000000,208,149771,174,33,6.9
31000000,112,544206,629,57,6.2
15000000,97,15017,27,6,6.7
30000000,108,475408,334,21,6.7
12000000,88,1751721,2044,118,6.6
65000000,157,65074,37,1,7.3
13000000,113,2412149,5006,151,7.3
5000000,124,1419288,2584,90,7.9
3500000,103,247,1,0,6.1
38000000,114,57697,NULL,NULL,6.2
1500000,86,204636,504,24,5.9
60000000,107,278573,352,17,6.3
155000000,175,937461,1678,94,5.6
10000000,92,2131018,1973,292,5.8
20000000,102,37294,123,10,5.3
1250000,103,4173,8,0,7.2
5000000,90,1388247,842,121,5.3
130000000,92,434427,389,37,5.4
25000000,129,26177,NULL,NULL,6.9
16000000,100,21848,15,1,6.6
10000000,111,13312,18,6,6.1
25000000,113,182567,233,32,6.7
200000,63,10323,37,3,7.2
115000000,100,1660314,2158,185,5.7
95000000,117,46728,NULL,NULL,5.6
74500000,109,323439,1057,38,6.9
21000000,117,6650,58,6,6.5
31000000,100,305895,417,19,6.5
12000000,97,147765,118,17,5.2
35000000,103,184879,420,16,5.5
18000000,97,48199,32,3,6.1
50000000,96,60210,24,2,5.6
100000000,136,75767,52,8,6.5
110000000,165,12037,86,2,6.8
45000000,122,2444778,2836,119,7.3
12,85,12718,19,2,4.6
10000000,99,17442,34,3,7.1
60000000,104,179721,119,12,6.1
40000000,99,1203712,2248,68,6.5
18000000,106,1577,4,0,5.3
120000000,115,1557623,1758,110,6.7
22000000,139,400311,385,33,7.1
500000,88,116078,343,5,7.4
100000000,131,400177,163,29,6.4
150000000,111,32741,21,4,7.5
17000000,103,726286,809,22,6.5
90000000,114,6575,NULL,NULL,5.7
41300000,98,47374,66,5,6.3
22000000,98,31288,31,4,6.2
7000000,92,106742,157,33,6.2
150000000,107,117917,77,5,6.2
15000000,109,460677,941,55,6
13000000,93,124147,108,10,6.1
25000000,115,169535,200,14,6
8169363,90,70376,NULL,NULL,6.1
11500000,100,6751,6,1,5.7
6000000,99,3435,2,3,6.1
8500000,106,116382,156,6,5.5
72000000,131,387709,365,19,7
47000000,99,255499,202,19,5.9
11000000,95,1473326,1440,145,6.4
1000000,97,3152378,8564,149,7.8
33000000,98,29778,35,4,6.8
90000000,100,13332,NULL,NULL,6.7
137000000,106,1307591,1974,149,5.9
